Name;Str.;Hnr.;PLZ;Ort;Landkreis;Ansprechpartner;Tel.;Fax;E-Mail;Webseite;Kategorie;Angebote;"HTML-Inhalt ""weitere Infos""";lat;lng
"Tagespflege ""Hinter dem Rathaus"" Wismar";"Hinter dem Rathaus";15;23966;Wismar;"LK Nordwestmecklenburg";;03841/2892943;;info@ambulantis.de;https://www.ambulantis.de/hameyer/einrichtungen-hameyer#tagespflegen_hameyer;Pflege;Tagespflege;"<p>Öffnungszeiten von 9 bis 17 Uhr auch an Wochenenden und Feiertagen</p>";53.8923608;11.4662826
"Tagespflege des ASB ""Gemeinsam statt einsam"" Wismar";Dorfstraße;10;23968;Gägelow;"LK Nordwestmecklenburg";;"03841 644887";;tagespflege@asbwismar.de;http://www.asbwismar.de/pflege-senioren/tagespflege/;Pflege;Tagespflege;"<p>Öffnungszeit: Montag bis Sonntag von 8.00 bis 16.00 Uhr</p>";53.899494;11.3788976
"Tagespflege der Volkssolidarität ""Auf der Helling"" in Wismar";"Auf der Helling";12;23966;Wismar;"LK Nordwestmecklenburg";;"03841 7967670";;tagespflege-helling@xn--volkssolidaritt-elb.de;https://www.volkssolidaritaet-wismar.de/tagespflegen/;Pflege;Tagespflege;"<p>Montag-Freitag von 8.00 Uhr bis 16.00 Uhr für 18 Tagesgäste geöffnet</p>";53.8822175;11.4339789
"Tagespflege der Volkssolidarität Wismar in Wendorf";Rudi-Arndt-Straße;21;23968;Wismar;"LK Nordwestmecklenburg";;"03841 635445";;tagespflege-wismar@xn--volkssolidaritt-elb.de;https://www.volkssolidaritaet-wismar.de/tagespflegen/;Pflege;Tagespflege;"<h3 class=""fusion-responsive-typography-calculated"" data-fontsize=""22"" data-lineheight=""25.3px"">Montag-Sonntag von 8.00 Uhr bis 16.00 Uhr geöffnet und ein Fahrdienst gewährleistet die An- und Abfahrt.</h3> <h3 class=""fusion-responsive-typography-calculated"" data-fontsize=""22"" data-lineheight=""25.3px""><span style=""font-size: 16px;"">Zu dem Betreuungsangebot der Tagespflege gehört auch ein Sinnes- und Therapiegarten.</span></h3>";53.9014947;11.4183885
"Tagespflege ""Hartlich Stuuv"" Bröbberow";"An der Beke";9;18258;Bröbberow;"LK Rostock";;"03844  809 93 53";;info@hartlich-stuuv.de;https://www.hartlich-stuuv.de/;Pflege;Tagespflege;;53.9642472;12.0513155
"Ambulante Pflege Undine Sassnitz";Bachstraße;16;18546;Sassnitz;"LK Vorpommern Rügen";;"038392 36046";;info@undine-pflege.de;https://undine-pflege.jimdo.com/unsere-leistungen/;Beratung;"Demenzberatung, Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Tagespflege, Wohngemeinschaft für Menschen mit Demenz, Begegnung (MGH)";<p>U</p>;54.5154571;13.6389986
"Wohngemeinschaft ""Haus der Träume"" Sassnitz";Bergstraße;22;18546;Sassnitz;"LK Vorpommern Rügen";;"038392 36046";;;https://undine-pflege.jimdo.com/spezialsisierte-wohneinrichtungsformen/;Wohnen;"Wohngemeinschaft für Menschen mit Demenz";"<p><strong>Betreute Wohngemeinschaft für intensivpflegebedürftige und an Demenz erkrankte Menschen.</strong></p> <p>Weitere spezialisierten Wohneinrichtungsformen des Pflegedienstes Undine:</p> <p>Wohngruppen im Haus der Erinnerungen Bergen, Calandstraße 3, 18581 Bergen<br /> Wohngruppe Bachstraße in Sassnitz, Bachstraße 16, 18546 Sassnitz<br /> Wohngruppe im Haus Meeresrauschen, Nordstrand 404/405, 18609 Prora</p> <p>&nbsp;</p>";54.5188007;13.6557808
"vital & physio Kur- und Gesundheitszentrum";Kirchenplatz;2;18119;Rostock;"KS Rostock";;"0381 690 111";;info@vital-physio.de;https://vital-physio.com/rehasport-in-rostock-warnemuende/;Therapie;Reha-Sport;"<p><strong>Reha-Sport in der Gruppe, auch für Menschen mit Demenz</strong></p> <p>Wir beraten Sie gern.</p>";54.1763402;12.0856732
Gartentherapie;Heuweg;10;18437;Stralsund;"LK Vorpommern Rügen";"Uta Titze";"0174 8706679";;uta-heuweg@web.de;;Gartentherapie;Gartentherapie;"<p><strong>Therapeutisches Angebot für Angehörige und Menschen mit Demenz</strong><br /> Gartentherapie nutzt die positiven Effekte von Pflanzen und Gartentätigkeit.<br /> Das Erleben der Natur und der Pflanzen mit Ihren Düften, Farben und Formen steht dabei im<br /> Mittelpunkt.<br /> Erinnerungen bilden Brücken und regen bei den Teilnehmenden Bewegung, Gedächtnis und<br /> Wohlbefinden an.<br /> Ich biete Gartentherapie für Gruppen oder Einzelpersonen an. Diese kann ganzjährig im Innen-oder Außenbereich, auch beim den Teilnehmenden vor Ort durchgeführt werden.<br /> Der Garten kommt in Form von Töpfen, Kästen oder Kräutersträußen in Ihre Einrichtung oder nach<br /> Hause. Benötigt wird dazu ein Platz oder Tisch, an dem man im Stehen oder Sitzen tätig werden<br /> kann.<br /> Uta Titze<br /> Gartentherapeutin (IGGT)<br /> Physiotherapeutin</p>";54.3031631;13.0716473
"Anthroposophische Kunsttherapie, Sassnitz";Mühlenstr.;3;18546;Saßnitz;"LK Vorpommern Rügen";"Gerhard v. Lüttichau";"038392 32001";;v.luettichau@web.de;;Therapie;"Kunsttherapie, Kunst";"<p>Kunsttherapeutische Begleitung von Angehörigen und Pflegenden von Menschen mit Demenz, im häuslichen Umfeld oder in Einrichtungen.</p> <p>Therapeutisches  Malen als Angebot für Menschen mit Demenz, sowie mit psychosomatischer und seelischer Problematik; auch traumatherapeutisches Arbeiten.</p> <p>Orte:</p> <p>In den jeweiligen Einrichtungen oder zuhause bei den Klienten.</p> <p>Kann z.T. über GKV abgerechnet werden.</p> <p>&nbsp;</p>";54.5166361;13.6509645
"Museum aus dem Koffer, Stralsund";Mönchstraße;25;18439;Stralsund;"LK Vorpommern Rügen";;"03831 253600";;museum@stralsund.de;;Museum;"Museum, Veranstaltungen, Kunst";"<p><strong>Eine Veranstaltungsreihe aus dem Stralsund Museum, auch für Menschen mit Demenz</strong></p> <p><strong>Museum aus dem Koffer:</strong></p> <ul> <li>Alltagsgeräte und was sie uns heute erzählen</li> <li>Stadtplan von Stralsund zum Entdecken und Erzählen</li> <li>Geschichten um das Wikingergold, Fayencen und was früher wichtig war</li> </ul> <p>Im STRALSUND MUSEUM wird gebaut, das Museum aus dem Koffer ist aber erreichbar und kommt auch zu Ihnen.</p>";54.3127503;13.0878725
"Alltagsbegleitung Stralsund";"Am hohen Graben";44;18445;Prohn;"LK Vorpommern Rügen";"Manuela Horn";"0176 305 000 36";"038323 913 813";info@zeit-leben.eu;http://alltagsbegleitung-hst.de/;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Veranstaltungen, Angebote für Senioren";"<p>Als älterer und behinderter Mensch werden Sie aufmerksam aktiviert und liebevoll begleitet. Das gilt für die ambulante Versorgung in Privathaushalten in Stralsund und Umgebung.</p> <ul> <li>Gestaltung des Tagesablaufs</li> <li>Entlastung der pflegenden Angehörigen</li> <li>Spaziergänge und Ausflüge</li> <li>Begleitung bei Einkäufen/Freizeitaktivitäten</li> <li>Besuch von kulturellen Veranstaltungen, Sportveranstaltungen und Friedhöfen</li> <li>Betreuung von Menschen mit Demenz</li> <li>Begleitung zum Arzt</li> <li>Beschäftigungsangebote wie gemeinsames Spielen, Lesen, Malen etc.</li> <li>Kochen und Backen</li> <li>Erinnerungen hervorholen</li> <li>Musik hören</li> <li>Brett- und Kartenspiele</li> <li>Bewegungsübungen</li> <li>Lesen und Vorlesen</li> <li>Unterstützung beim Beantragen von einem Pflegegrad <ul> <li>Vorsorgevollmacht</li> <li>Patientenverfügung</li> <li>Zuzahlungsbefreiung</li> </ul> </li> <li>Geburtstage vorbereiten</li> <li>Abwesenheitsbetreuung</li> <li>das Reinigen der Wohnung</li> <li>das Putzen der Fenster</li> <li>das Abnehmen/Waschen/Aufhängen von Gardinen</li> <li>die Reinigung des Treppenhauses</li> <li>bei Bedarf das Mähen von kleinen Rasenflächen</li> </ul>";54.3680506;13.0299823
"Rostocker Rotznasen - Klinikclowns im Einsatz e.V.";Warnowufer;29;18057;Rostock;"KS Rostock";;"0157 511 38 937";;clown@rostockerrotznasen.de;http://www.rostockerrotznasen.de/;Freizeit;"Angebote für Senioren, Künstler";"<h4><strong>Clownsauftritte in der Pflege, Szenische Lesungen, Workshop</strong></h4> <p>Was Mensch von Clowns lernen kann &#8211; Validation und Clownstechniken für Betroffene und Angehörige &#8211; Humor, Entspannung, Lebendigkeit, Selbstwirksamkeit, wertschätzende Kommunikation.</p> <p>&nbsp;</p>";54.0919754;12.1210321
"AlexA Seniorenresidenz Rostock";"Binzer Str. ";40a;18107;Rostock;"KS Rostock";;0381-12170-0;;rostock@alexa-seniorendienste.de;https://alexa-pflege.de/rostock/;Pflege;;"<h4><strong>Wohlfühloase im Alltag &#8211; Ausgestaltung eines Snoezelraumes sowie einer Sinnesecke im Demenzgarten!</strong></h4> <p>Gezielte Förderung des Wohlbefindens der dementiell erkrankten Bewohner sowie Verbesserung der Selbstregulation, sobald der Snoezel Raum fertig eingerichtet ist.</p> <p>&nbsp;</p>";54.141742;12.044912
"Tagespflege Zum Glück Rostock";Nobelstrasse;52;18059;Rostock;"KS Rostock";;"0381 46004700";;tagespflegezumglueck@gmx.de;https://suedstadt-center-rostock.de/shops/tagespflege_zum_glueck;Tagespflege;Tagespflege;;54.0709874;12.1168591
"VITAK e. V.";Brandteichstraße;20;17489;Greifswald;"LK Vorpommern Greifswald";;03834-550612;;info@vitak-ev.de;;Freizeit;"Bewegung und Sport";"<h4>Aktiv-Parcours für Menschen mit Demenz</h4> <p>Die Lebensqualität von Menschen mit Demenz soll durch die sportliche Aktivität bei verschiedenen Stationen eines Demenz Aktiv Parcours verbessert werden.</p> <p>&nbsp;</p>";54.0830179;13.3724574
"Kreisdiakonisches Werk Stralsund e.V. Mehrgenerationenhaus";"Katharinenberg ";35;18439;Stralsund;"LK Vorpommern Rügen";;03831-383439;;mgh@kdw-hst.de;https://kdw-hst.de/kultur-und-freizeit/mehrgenerationenhaus-stralsund;Freizeit;"Begegnung (MGH)";;54.3109192;13.0849961
"Evangelische Altenpflegeeinrichtung Broda";"Ludwig-van-Beethoven-Ring ";73;17033;Neubrandenburg;"LK Mecklenburgische Seenplatte";;"0395 - 544 569 0";;pe-broda@diakonie-mse.de;https://www.diakonie-mse.de/einrichtungen/neubrandenburg-broda;Pflege;;"<h4>Snoezelraum für Menschen mit Demenz</h4> <p>Bewohner der Altenpflegeeinrichtung haben ab Januar 2020 die Gelegenheit in einem neu eingerichteten Snoezel Raum zu entspannen, abzuschalten und auf andere Gedanken zu kommen und den Pflegealltag einmal ausblenden zu können.</p> <p>&nbsp;</p>";53.5528122;13.2271623
"Diakonie-Sozialstation Penzlin";"Am Wall";7;17217;Penzlin;"LK Mecklenburgische Seenplatte";;"03962 - 210 440";;penzlin@diakonie-pm.de;https://www.amt-penzliner-land.de/B%C3%BCrgerinfos/Medizinische-Versorgung/Soziale-Dienste/index.php?ModID=9&object=tx%7C2225.3&FID=2225.35.1&NavID=2225.140&La=1;"Unterstützung im Alltag";;"<h4>Mobilitätshilfe bei Betreuungsangeboten auf dem Land in M-V</h4> <p>Ein PKW mit Einstiegshilfen und größerem Laderaum wurde finanziert und dient als Mobilitätshilfe bei verschiedenen Betreuungsangeboten für Menschen mit Demenz.</p> <div class=""cwd_single_desc""> <p>&nbsp;</p> </div>";53.5034584;13.0869903
"D&G Herzliche Pflege";"Alt Bartelsdorfer Str.";18b;18146;Rostock;"KS Rostock";;"0381 66611099";;herzlichepflege@web.de;https://www.herzlichepflege.de/;Beratung;"Demenzberatung, Entlastung im Alltag bei der Haushaltsführung, Tagespflege, Verhinderungspflege";"<p>&nbsp;</p> <p>&nbsp;</p>";54.0971527;12.1768267
"D&G Tagesresidenz";"Hinrichsdorfer Str.";51;18146;Rostock;"KS Rostock";;"0381 66611099";;herzlichepflege@web.de;https://www.herzlichepflege.de/;Tagespflege;Tagespflege;;54.1045605;12.1544883
"Förderverein GERIO e.V.";"Karl-Marx-Str. ";16;18195;Tessin;"LK Rostock";;038205-71157;;info@gerio.de;https://www.gerio.de/;Kunsttherapie;"Kunsttherapie, Kunst, Angebote für Senioren";"<h4>Wanderausstellung &#8222;DEMENSCH &#8211; Alltagssituationen von Menschen mit Demenz&#8220;</h4> <p>Enttabuisierung auf humorvolle Weise, Sensibilisierung, Achtsamkeit, Verständnis und Toleranz.</p> <p>&nbsp;</p>";54.0274568;12.4600388
"DRK Kreisverband Parchim e.V. | Tagespflege";"Karl-Liebknecht-Str. ";27;19370;Parchim;"LK Ludwigslust-Parchim";;"03871 42 28 30 ";;tagespflege.parchim@drk-parchim.de;http://www.drk-parchim.de;Tagespflege;"Tagespflege, Kunst";;53.4227845;11.8242918
"Zoologischer Garten Rostock";"Barnstorfer Ring";1;18059;Rostock;"KS Rostock";;"0381-2082 0";;service@zoo-rostock.de;https://www.zoo-rostock.de/erlebnis/fuehrung/f%C3%BChrungen-f%C3%BCr-menschen-mit-demenz.html;Freizeit;Tiere;"<p><strong>Ein Tag im Zoo Rostock<br /> Ein Tag der freudigen Erinnerung</strong></p> <p>Eine Führung für Menschen mit Demenz und Ihre Angehörigen in kleinen Gruppen bis 10 Personen.</p> <p>In entspannter Atmosphäre statten Sie den tierischen Bewohnern im Zoo Rostock einen Besuch ab. Wir bieten Ihnen zielgruppenspezifische Angebote in entspannter Atmosphäre mit Zeit zum Kennenlernen, Tierfütterung und kreativem Verarbeiten des Erlebten. Dieses Angebot richtet sich an Demenzerkrankte, die noch zu Hause leben und von ihren Angehörigen betreut werden und von einer vertrauten Person begleitet werden. Eine Anmeldung ist mind. 2 Tage vor dem Termin erforderlich. Sie zahlen den Zooeintritt, der Rundgang ist inklusive.</p> <p>Termine erfragen Sie bitte.</p> <p>&nbsp;</p>";54.0799374;12.0826984
"Volkssolidarität Uecker-Randow e. V.";"Albert-Einstein-Straße ";4;17358;Torgelow;"LK Vorpommern Greifswald";;03976-23820;;uecker-randow@volkssolidaritaet.de;https://vs-uer.de/;Freizeit;"Musik &amp; Tanz";"<h4><strong>Tanzcafé für Menschen mit Demenz</strong></h4> <p>Das Tanzcafé soll Freude, Spaß und Teilhabe fördern.</p> <p>&nbsp;</p>";53.6361763;14.0171758
"Förderverein für Menschen mit Demenz e.V. Stralsund";Rotdornweg;10;18439;Stralsund;"LK Vorpommern Rügen";"Petra Dunkel";017621299112;;info@foerderverein-fmmd.de;http://www.foerderverein-fmmd.de;Demenzsimulator;"Demenzsimulator, Demenzberatung, Angehörigengruppe, Angehörigenschulung, Musik &amp; Tanz, Radtour, Bewegung und Sport, Urlaub, Angebote für Senioren";"<p>Beratungstelefon<br /> Radtouren für Menschen mit Demenz<br /> Urlaubsreise für Menschen mit Demenz<br /> Angehörigenschulung Leben mit Demenz in Stralsund<br /> Tanzcafé &#8222;Vergiss mein nicht&#8220;</p> <div class=""Preview_row__3Fkye row""> <div class=""Preview_componentWrapper__2i4QI"" data-id=""540EB4A5-4C72-43CD-9F30-B0C4D37FB72D"" data-kind=""TEXT""> <div class="" Preview_component__SbiKo text-align-null"" data-in-template=""false"" data-id=""540EB4A5-4C72-43CD-9F30-B0C4D37FB72D"" data-kind=""Component"" data-specific-kind=""TEXT""> <div class=""styles_contentContainer__lrPIa textnormal styles_text__3jGMu"" data-mve-font-change=""0""> <p>&nbsp;</p> </div> </div> </div> </div>";54.2699505;13.1107141
"Helferkreis Die Inselhelfer / Insel Usedom";Hauptstr.;10;17449;Karlshagen;"LK Vorpommern Greifswald";"Christel Hansen / Birgit Bock";"038371 559400";;info@moberatbes.de;https://moberatbes.de/helferkreis/;"Unterstützung im Alltag";Betreuungsgruppe;"<p>Wir bieten bunte, kreative Gruppentreffen für mobile Pflegebedürftige und Menschen mit Demenz. Einmal wöchentlich für 3 Stunden, am Vormittag oder am Nachmittag, verbringen wir eine schöne gemeinsame Zeit in einem geplanten Rahmenablauf, der je nach Bedürfnissen der Teilnehmer und Teilnehmerinnen variiert. Die Betroffenen werden in liebevoller Geselligkeit Freude und Abwechslung erleben.<br /> Die Gruppennachmittage werden durch geschulte Ehrenamtliche durchgeführt.</p> <p>Das Angebot steht für bis zu 6 Teilnehmerinnen und Teilnehmer zur Verfügung und wird in Karlshagen, Wolgast und auf der Insel Usedom in einem Umkreis von 30 Kilometern angeboten.</p> <p>Alle Informationen im Flyer <a data-e-Disable-Page-Transition=""true"" class=""download-link"" title="""" href=""https://alzheimer-mv.de/download/19706/?tmstv=1752745091"" rel=""nofollow"" id=""download-link-19706"" data-redirect=""false"" > Helferkreis-Die-Inselhelfer.pdf</a> </p>";54.115821;13.8309601
"Klinik und Poliklinik für Psychiatrie und Psychotherapie Rostock / Gedächtnissprechstunde";"Gehlsheimer Str.";20;18147;Rostock;"KS Rostock";;"0381 49 49 689";;direktion.psychiatrie@med.uni-rostock.de;https://psychiatrie.med.uni-rostock.de/;Diagnose;"Gedächtnissprechstunde, Institutsambulanz, Klinik, Tageskliniken";"<p><strong>Psychiatrische Institutsambulanz (PIA) mit Tagesklinik (TK)<br /> </strong><strong>mit Gedächtnissprechstunde</strong></p> <p>In unserer gerontopsychiatrischen Sprechstunde werden Patienten mit verschiedenen psychischen Erkrankungen im höheren Lebensalter, insbesondere <strong>Depressionen</strong>, aber auch Patienten mit <strong>organisch psychischen Erkrankungen</strong>, u.a. mit <strong>chronischen Schmerzstörungen</strong> diagnostiziert und behandelt. Einen wesentlichen Anteil hat dabei die Diagnostik und Behandlung von Patienten mit <strong>Demenzen</strong> verschiedener Ursachen.</p> <p><strong>Kontakt: PIA </strong><br /> Telefon: 0381 494 9689</p> <p><strong>Sprechstunden:</strong><br /> nach telefonischer Vereinbarung</p> <p>&nbsp;</p> <p><strong>Klinik &#8211; Station P4/ P5</strong></p> <p>Schwerpunkt: Gerontopsychiatrische Erkrankungen</p> <p><strong>Behandlungsangebot: </strong>Psychische Störungen bei schwerkranken Patienten ≥ 65 Jahre, einschließlich demenzieller Syndrome unterschiedlicher Genese, delirante Syndrome, organisch bedingter akuter und chronischer psychotischer Störungen, psychiatrischer Komorbidität bei schwerkranken multimorbiden Patienten; Bewältigungs- und ressourcenaktivierte körperliche Stabilisierung</p> <p><strong>Oberarzt:</strong> Dr. med. Frank Faltraco<br /> <strong>Kontakt (Schwesternzimmer):</strong> 0381 49446-89 oder -90</p>";54.1025606;12.1314451
"Dietrich-Bonhoeffer-Klinikum Klinik für Psychiatrie und Psychotherapie Neubrandenburg";Allendestr.;30;17036;Neubrandenburg;"LK Mecklenburgische Seenplatte";;"0395 775 0";;psy@dbknb.de;http://dbknb.de/dbk/psy/;Demenzsimulator;"Demenzsimulator, Institutsambulanz, Klinik, Tageskliniken";"<p class=""documentFirstHeading""><strong><span id=""parent-fieldname-title"" class="""">Zentrum für Seelische Gesundheit</span></strong></p> <div id=""parent-fieldname-text"" class=""""> <p>Die Klinik für Psychiatrie und Psychotherapie bietet psychisch kranken Menschen der Region Neubrandenburg und Mecklenburg-Strelitz in seelischen Krisen Hilfe, Unterstützung und Therapie. Das Zentrum für Seelische Gesundheit arbeitet eng zusammen mit niedergelassenen Haus- und Fachärzten, dem Sozialpsychiatrischen Dienst sowie mit Beratungsstellen und Anbietern im psychosozialen Netzwerk.</p> <dl class=""docutils""> <dt><strong>Aufnahme</strong></dt> <dd>Im Falle einer psychischen Krise oder einer akuten psychischen Erkrankung veranlasst Ihr Hausarzt oder Facharzt die Einweisung in unsere Klinik. In Notfällen können Sie sich auch über die Zentrale Notaufnahme des Klinikums direkt an das Zentrum für Seelische Gesundheit wenden. Wenn Sie nicht sicher sind, welche Form der Behandlung für Sie notwendig und möglich ist, können Sie gerne ein Vorgespräch über unsere Institutsambulanz vereinbaren.</dd> <dt></dt> <dt><strong>Behandlung</strong></dt> <dd>Für die Behandlung stehen 79 stationäre und 67 teilstationäre (tagesklinische) Behandlungsplätze zur Verfügung. Diese verteilen sich auf sieben spezialisierte Behandlungsbereiche:</dd> </dl> <p>Da psychische Erkrankungen individuell unterschiedlich verlaufen, passen wir die Therapie dem Behandlungsbedarf und dem Krankheitsbild an. In den Behandlungsbereichen arbeitet ein multiprofessionelles Behandlungsteam bestehend aus ÄrztInnen, PsychologInnen, Pflegekräften, Bewegungs-, Musik- und Ergotherapeutinnen und Sozialarbeiterinnen zusammen. Neben Einzeltherapien mit ärztlichen oder psychologischen Therapeutinnen und Therapeuten werden zahlreiche spezialisierte Therapiegruppen angeboten.</p> </div>";53.5678292;13.2779269
"Diakonie-Pflegeheim Am Glammsee Warin";Burgstraße;13;19417;Warin;"LK Nordwestmecklenburg";;038482227077;;glammsee@diakonie-guestrow.de;https://www.diakonie-guestrow.de/pflege-betreuung-fuer-jung-und-alt/pflegeheime/warin/index.html;Pflege;"Kurzzeitpflege, Verhinderungspflege, Angehörigenschulung";;53.7999866;11.7069454
"ASB Tagespflege ""Dat Tegelhus"" Schwerin";"Speicherstraße ";17;19055;Schwerin;"KS Schwerin";;"0385 200 97 250";;pdl@asb-sn-pch.de;https://dat-tegelhus.de/;Beratung;"Demenzberatung, Tagespflege";"<p>Die Tagespflege &#8222;Dat Tegelhus&#8220; liegt direkt am Ziegelsee.</p> <p>Aktuell begleitet Dat Tegelhus 35 Gäste am Tag, davon 20 an Demenz erkrankte. Diese werden seit Beginn 2020 in einem Schwerpunktbereich für Demenz betreut.<br /> In allen Stufen des Lebens mit dieser Krankheit beraten und begleiten die Mitarbeiter*innen des ASB Schwerin-Parchim e. V.</p> <div class=""et_pb_module et_pb_blurb et_pb_blurb_3 et_pb_bg_layout_light et_pb_text_align_left et_pb_blurb_position_left""> <div class=""et_pb_blurb_content""> <div class=""et_pb_blurb_container""> <div class=""et_pb_blurb_description""> <p>Die Einrichtung arbeitet mit dem <a href=""https://www.asb-sn-pch.de/unsere-angebote/ambulanter-pflegedienst"">ambulanten Pflegedienst in Schwerin</a> zusammen.<br /> Tel.: 0385 200355-321</p> </div> </div> </div> </div>";53.6418658;11.4210492
